"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO"
"120268";"AORUS WATERFORCE X II 360";"COOLERS";"WATER COOLER GIGABYTE AORUS WATERFORCE X II 360";"https://static.nb.com.ar/i/nb_WATER-COOLER-GIGABYTE-AORUS-WATERFORCE-X-II-360_export_719cbf2b126338c6fc4aa57da76e422c.jpg";"10.5%";"8";"12 meses";"U$S";"269.02";"297.27";"1160";"312061.34";"344827.79";"Brand:GIGABYTE
Type:Liquid Cooling System
LED Color:ARGB
Model:AORUS WATERFORCE X II 360";"297.27";"344827.78";"";"";"WATER COOLER GIGABYTE AORUS WATERFORCE X II 360";"300";"200";"140";"200";"";"0"
"120191";"ROG STRIX LC III 240 ARGB WHITE";"COOLERS";"WATER COOLER ASUS ROG STRIX LC III 240 ARGB WHITE";"https://static.nb.com.ar/i/nb_WATER-COOLER-ASUS-ROG-STRIX-LC-III-240-ARGB-WHITE_export_aba5ed48c87b8a4665edfcafd93a9a39.jpg";"10.5%";"10";"72 meses";"U$S";"235.66";"260.41";"1160";"273366.99";"302070.53";"Tipo de refrigeración:Agua
Brand:ASUS
Modelo:LC lll 240 ARGB
Línea:ROG Strix";"260.41";"302070.53";"";"";"WATER COOLER ASUS ROG STRIX LC III 240 ARGB WHITE";"300";"200";"140";"200";"";"0"
"120187";"ROG STRIX LC II 240 ARGB WE";"COOLERS";"WATER COOLER ASUS ROG STRIX LC II 240 ARGB WE";"https://static.nb.com.ar/i/nb_WATER-COOLER-ASUS-ROG-STRIX-LC-II-240-ARGB-WE_export_50d903d98ad6dc9cc15163f4b189ea89.jpg";"10.5%";"10";"72 meses";"U$S";"162.03";"179.04";"1160";"187950.86";"207685.7";"Brand:ASUS
Model:ROG STRIX LC II 240 ARGB WE
LED Color:ARGB
Type:Liquid Cooling System
Color:White";"179.04";"207685.69";"";"";"WATER COOLER ASUS ROG STRIX LC II 240 ARGB WE";"300";"200";"140";"200";"";"0"
"120188";"ROG STRIX LC II 240 ARGB";"COOLERS";"WATER COOLER ASUS ROG STRIX LC II 240";"https://static.nb.com.ar/i/nb_WATER-COOLER-ASUS-ROG-STRIX-LC-II-240_export_70f8e822e4dd691ee40d5b6bff3c02be.jpg";"10.5%";"10";"72 meses";"U$S";"138.46";"152.99";"1160";"160608.26";"177472.13";"Color del LED:Argb
Componente compatible:CPU
Modelo:LC II 240 ARGB
Marca:Asus
Tipo de refrigeración:Water cooling
Tipo de producto:Cooler
Línea:ROG";"152.99";"177472.14";"";"";"WATER COOLER ASUS ROG STRIX LC II 240 ";"300";"200";"140";"200";"";"0"
"117010";"20104";"COOLERS";"BASE COOLER TRUST AZUL STAND NOTEBOOK";"https://static.nb.com.ar/i/nb_BASE-COOLER-TRUST-AZUL-STAND-NOTEBOOK_export_c9ba8b1832afba1afb859db14c0ae0b1.png";"21.0%";"10";"24 meses";"U$S";"17.66";"21.37";"1160";"20484.79";"24786.59";"Marca:Trust
Cantidad de ventiladores:2
Es gamer:Sí
Tamaño máximo de la notebook o netbook:17.3 ""
Modelo:Azul
Cantidad de puertos USB:1";"21.37";"24786.59";"";"";"BASE COOLER TRUST AZUL STAND NOTEBOOK";"800";"300";"60";"380";"";"0"
"118871";"24612";"COOLERS";"BASE COOLER TRUST YOOZY STAND NOTEBOOK GXT1127";"https://static.nb.com.ar/i/nb_BASE-COOLER-TRUST-YOOZY-STAND-NOTEBOOK-GXT1127_export_2d2b88e1b89ae5c58c2c463a4729f936.png";"21.0%";"5";"12 meses";"U$S";"69.09";"83.6";"1160";"80144.4";"96974.72";"Recycled content %:90 %
Indicators:Power, Activity
On/off button:yes
Cables included:USB-A to USB-A 100cm
Number of fans:2
Fan included:yes
 Plastic material: rABS
 Extra USB port:yes
Fan size:140 mm
Rotation Speed:1500 RPM
LED colours adjustable:Full RGB";"83.6";"96974.72";"";"";"BASE COOLER TRUST YOOZY STAND NOTEBOOK GXT1127";"1500";"200";"60";"470";"";"0"
"117006";"20817";"COOLERS";"BASE COOLER TRUST YOZU STAND NOTEBOOK GXT278";"https://static.nb.com.ar/i/nb_BASE-COOLER-TRUST-YOZU-STAND-NOTEBOOK-GXT278_export_db8b63d46acbb02b5a727a58f1d5050a.jpeg";"21.0%";"10";"12 meses";"U$S";"39.07";"47.28";"1160";"45324.22";"54842.3";"CONNECTIVITY:Cables included Separate, 60cm
Max. laptop size:17.3 "" 
Max. lift height:4.5 cm
Power source :USB
Max. weight :5 kg
Bearing type:Sleeve";"47.28";"54842.31";"";"";"BASE COOLER TRUST YOZU STAND NOTEBOOK GXT278";"800";"290";"40";"410";"";"0"
"119170";"31250020400";"COOLERS";"BASE NOTEBOOK GENIUS G-STAND M200 BLACK";"https://static.nb.com.ar/i/nb_BASE-NOTEBOOK-GENIUS-G-STAND-M200-BLACK_export_6f71e04a8afeadc295b3fe6e06aee56a.jpg";"21.0%";"10";"24 meses";"U$S";"10.52";"12.73";"1160";"12203.66";"14766.43";"Tamaño máximo de la pantalla:17 ""
Modelo:G-Stand M200
Es giratorio:Sí
Es inclinable:Sí
Marca:Genius
Color:Negro
Tipos de pantallas compatibles:notebooks  tablets
Es articulado:Sí
Código universal de producto:4710268260516";"12.73";"14766.43";"";"";"BASE NOTEBOOK GENIUS G-STAND M200 BLACK";"300";"200";"140";"200";"";"0"
"104179";"AHV320-1TU31-CBK";"DISCOS EXTERNOS";"DISCO EXTERNO ADATA HV320 1 TB 3.1 BLACK";"https://static.nb.com.ar/i/nb_DISCO-EXTERNO-ADATA-HV320-1-TB-3.1-BLACK_export_ba2d66e9c9b94dac0a4cfd479dcde273.jpeg";"10.5%";"10";"36 meses";"U$S";"64.28";"71.03";"1160";"74566.66";"82396.15";"Aplicaciones:almacenamiento
Marca:Adata
Modelo:	HV320
Ubicación del disco:Externo
Interfaces:externo
Línea:HV320
Tecnología de almacenamiento:HDD
Aplicaciones:PC,Notebook
Marca:Adata
Tipo de disco externo:Portátil
Factor de forma:2.5""
Ubicación del disco:Externo
Interfaces:USB 3.1 Gen 1
Línea:HV300
Tecnología de almacenamiento:HDD
Sistemas de archivos soportados:Windows,Mac,Linux
Aplicaciones:Almacenamiento
Marca:Adata
Capacidad	:1 TB
Tipo de disco externo:De escritorio
Ubicación del disco:Externo
Interfaces:externo
Línea:HV320
Tecnología de almacenamiento:HDD";"71.03";"82396.16";"";"";"DISCO EXTERNO ADATA HV320 1 TB 3.1 BLACK";"200";"99";"99";"99";"";"0"
"118988";"WD40EFPX";"DISCOS HDD";"DISCO HDD NAS 4TB WD RED WD40EFPX";"https://static.nb.com.ar/i/nb_DISCO-HDD-NAS-4TB-WD-RED-WD40EFPX_export_d08e019e111f738a46fd8391c1a38a39.jpg";"10.5%";"33";"12 meses";"U$S";"122.53";"135.4";"1160";"142139.56";"157064.21";"Aplicaciones:sata
Marca:Western Digital
Capacidad:4 TB
Factor de forma del disco rígido y SSD:3,5""
Ubicación del disco rígido y SSD:Interno
Tecnología de almacenamiento:HDD
Aplicaciones:NAS
Caché de datos:256 MB
Temperatura de funcionamiento:0°C to 65°C
Modelo:WD40EFPX
Color:Rojo";"135.4";"157064.21";"";"";"DISCO HDD NAS 4TB WD RED WD40EFPX";"970";"100";"102";"100";"";"0"
"118987";"WD85PURZ";"DISCOS HDD";"DISCO HDD 8TB WD PURPLE WD85PURZ";"https://static.nb.com.ar/i/nb_DISCO-HDD-8TB-WD-PURPLE-WD85PURZ_export_1bbb3595e5b54a702d2c8ea9836c931a.jpg";"10.5%";"35";"12 meses";"U$S";"228.15";"252.11";"1160";"264654";"292442.67";"Color:Morado
Condición del ítem:Nuevo
Modelo:WD84PURZ
Versión:Purple
Interfaces:SATA
Velocidad de rotación:5640 rpm
Tecnología de almacenamiento:HDD
Aplicaciones:NVR
Capacidad:8 TB
Marca:Western Digital";"252.11";"292442.67";"";"";"DISCO HDD 8TB WD PURPLE WD85PURZ";"750";"150";"30";"110";"";"0"
"118212";"WD43PURZ";"DISCOS HDD";"DISCO HDD 4TB WD PURPLE WD43PURZ VIDEOVIGILANCIA";"https://static.nb.com.ar/i/nb_DISCO-HDD-4TB-WD-PURPLE-WD43PURZ-VIDEOVIGILANCIA_export_15747f98b23df68e11179f1c5255a977.jpeg";"10.5%";"35";"12 meses";"U$S";"115.86";"128.03";"1160";"134398.53";"148510.37";"Encryption:None
Storage Capacity:Total: 4 TB SATA III (6 Gb/s) 3.5\"" HDD (5400 rpm)
Buffer:256 MB
Endurance (Total Bytes Written):180 TB
Load/Unload Cycles:300,000
Write Speed:Sequential: 150 MB/s
Noise Level:28.0 dB (Active) 25.0 dB (Idle)
Mean Time Between Failures (MTBF):1.0 Million Hours
Read Speed:Sequential: 150 MB/s";"128.03";"148510.37";"";"";"DISCO HDD 4TB WD PURPLE WD43PURZ VIDEOVIGILANCIA";"970";"100";"102";"100";"";"0"
"119841";"WD40EZAX";"DISCOS HDD";"DISCO HDD 4TB WD BLUE WD40EZAX";"https://static.nb.com.ar/i/nb_DISCO-HDD-4TB-WD-BLUE-WD40EZAX_export_faa1f72884bd1e01cf63fabea32da9fb.jpg";"10.5%";"10";"12 meses";"U$S";"93.2";"102.99";"1160";"108114.55";"119466.58";"Modelo:WD40EZAX
Ubicación del disco rígido y SSD:Interno
Aplicaciones:PC
Color:Azul
RPM:5400 RPM
Marca:Western Digital
Cache:256MB
Interfaces:SATA III
Capacidad:4 TB
Factor de forma del disco rígido y SSD:3.5 """;"102.99";"119466.58";"";"";"DISCO HDD 4TB WD BLUE WD40EZAX";"970";"100";"102";"100";"";"0"
"118261";"WD20EZBX";"DISCOS HDD";"DISCO HDD 2TB WD BLUE SATA 256MB 7200RPM WD20EZBX";"https://static.nb.com.ar/i/nb_DISCO-HDD-2TB-WD-BLUE-SATA-256MB-7200RPM-WD20EZBX_export_5f8d5fe355da69058f66971427c2491a.jpg";"10.5%";"35";"12 meses";"U$S";"78.68";"86.94";"1160";"91266.48";"100849.46";"Peso:0.45 g
Ancho:101.6 mm
Aplicaciones:PC
Marca:Western Digital
Capacidad:2 TB
Caché de datos:256 MB
Profundidad:147 mm
Tipo de disco rígido y SSD externo:De escritorio
Factor de forma del disco rígido y SSD:3.5 ""
Ubicación del disco rígido y SSD:Interno
Tecnología de almacenamiento:HDD
Versión:Blue
Altura:26.1 mm
Interfaces:SATA III
Condición del ítem:Nuevo
Línea:WD Blue
Velocidad de rotación:5400 rpm";"86.94";"100849.46";"";"";"DISCO HDD 2TB WD BLUE SATA 256MB 7200RPM WD20EZBX";"1500";"160";"50";"110";"";"0"
"3574";"WD10EZEX";"DISCOS HDD";"DISCO HDD 1TB WD BLUE SATA";"https://static.nb.com.ar/i/nb_DISCO-HDD-1TB-WD-BLUE-SATA_export_da07a4d19b9f20b93ecfbfd8595c95b5.jpg";"10.5%";"35";"12 meses";"U$S";"48.98";"54.13";"1160";"56821.32";"62787.56";"Aplicaciones:PC
Latencia promedio:4.2 ms
Marca:Western Digital
Capacidad:1 TB
Caché de datos:64 MB
Modelo detallado:WD10EZEX
Cantidad de compartimentos para discos:5
Factor de forma:3.5 in
Ubicación:Interno
Interfaces:SATA III
Línea:WD
Modelo:Blue
Velocidad de rotación:7.2 rpm
Tecnología de almacenamiento:HDD
Sistemas de archivos soportados:Windows/Mac
Velocidad de transferencia:150 MB/s
Versión:WD10EZEX
Marca:Western Digital
Caché de datos:32 MB
EAN:0663123546680
Código universal de producto:0663123546680
Tecnología interna:HDD
Modelo:WD10EZEX
SKU:WD10EZEX
Aplicaciones:PC
Latencia promedio:4.2 ms
Marca:Western Digital
Capacidad:1 TB
Caché de datos:64 MB
Modelo detallado:WD10EZEX
Cantidad de compartimentos para discos:5
Factor de forma:3.5 in
Ubicación:Interno
Interfaces:SATA III
Línea:WD
Modelo:Blue
Velocidad de rotación:7.2 rpm
Tecnología de almacenamiento:HDD
Sistemas de archivos soportados:Windows/Mac
Velocidad de transferencia:150 MB/s
Versión:WD10EZEX
Aplicaciones:PC
Latencia promedio:4.2 ms
Marca:Western Digital
Capacidad:1 TB
Caché de datos:128 MB
Tipo de disco externo:interno
Factor de forma:3.5 in
Ubicación:Interno
Interfaces:SATA III
Línea:Caviar
Modelo:Blue
Tecnología de almacenamiento:HDD
Sistemas de archivos soportados:Windows/Mac
Aplicaciones:Notebook
Latencia promedio:4.2 ms
Marca:Western Digital
Capacidad:1 TB
Caché de datos:64 MB
Cantidad de compartimentos para discos:5
Tipo de disco externo:De escritorio
Factor de forma:3.5 in
Ubicación:Interno
Línea:Caviar
Modelo:Blue
SKU:184
Tecnología de almacenamiento:HDD
Sistemas de archivos soportados:Windows/Mac";"54.13";"62787.56";"";"";"DISCO HDD 1TB WD BLUE SATA";"1500";"170";"50";"130";"";"0"
"109352";"PBE240GS25SSDR";"DISCOS SSD";"DISCO SSD PATRIOT BURST ELITE SOLID 240 GB SATA3 PE000776";"https://static.nb.com.ar/i/nb_DISCO-SSD-PATRIOT-BURST-ELITE-SOLID-240-GB-SATA3-PE000776_export_58370ff627df8ab942d88718e7899588.jpeg";"10.5%";"10";"12 meses";"U$S";"21.48";"23.74";"1160";"24921.44";"27538.19";"Aplicaciones:PC,Notebook
Marca:Patriot
Capacidad:240 GB
Caché de datos:32 MB
Profundidad:17.7 mm
Factor de forma:2.5 ""
Ubicación del disco:Interno
Altura:131.8 mm
Interfaces:SATA III
Línea:Burst
Modelo:PBU240GS25SSDR
Tecnología de almacenamiento:SSD
Sistemas de archivos soportados:Windows,MacOS,Linux
Peso:78.6 g
Ancho:111.7 mm";"23.74";"27538.19";"";"";"DISCO SSD PATRIOT BURST ELITE SOLID 240 GB SATA3 PE000776";"50";"7";"130";"180";"";"0"
"109353";"PBE480GS25SSDR";"DISCOS SSD";"DISCO SSD PATRIOT BURST ELITE SOLID 480 GB SATA3  PE000777";"https://static.nb.com.ar/i/nb_DISCO-SSD-PATRIOT-BURST-ELITE-SOLID-480-GB-SATA3--PE000777_export_2d09239d16bcc74b4d82c74caacebec7.jpeg";"10.5%";"10";"12 meses";"U$S";"34.43";"38.05";"1160";"39943.9";"44138.01";"Aplicaciones:PC
Marca:Patriot
Capacidad:480 GB
Caché de datos:32 MB
Profundidad:7 mm
Tipo de disco externo:Interno
Código universal de producto:0814914024669
Factor de forma:2.5 ""
Ubicación del disco:Interno
Altura:100 mm
Interfaces:SATA III
Línea:Burst
Tecnología de almacenamiento:SSD
Sistemas de archivos soportados:Windows,MacOS,Linux
Peso:78.6 g
Ancho:69.85 mm";"38.05";"44138.01";"";"";"DISCO SSD PATRIOT BURST ELITE SOLID 480 GB SATA3  PE000777";"54";"100";"10";"100";"";"0"
"113155";"PBE960GS25SSDR";"DISCOS SSD";"DISCO SSD PATRIOT BURST ELITE SOLID 960 GB SATA3 PE000778";"https://static.nb.com.ar/i/nb_DISCO-SSD-PATRIOT-BURST-ELITE-SOLID-960-GB-SATA3-PE000778_export_b90deff988e61ae137a72a44b449bb1a.jpeg";"10.5%";"10";"12 meses";"U$S";"54.91";"60.68";"1160";"63697.22";"70385.43";"Aplicaciones:Computadora
Marca:Patriot
Capacidad:960 GB
Código universal de producto:0814914027769
Factor de forma:2.5 in
Ubicación del disco:Interno
Interfaces:SATA
Línea:Burst
Modelo:PBE960GS25SSDR
SKU:GIT00018744
Tecnología de almacenamiento:SSD";"60.68";"70385.44";"";"";"DISCO SSD PATRIOT BURST ELITE SOLID 960 GB SATA3 PE000778";"54";"100";"10";"100";"";"0"
"113156";"P300P256GM28";"DISCOS SSD";"DISCO SSD PATRIOT P300 256 GB M.2 2280 PCIE GEN3 X4 PE000689";"https://static.nb.com.ar/i/nb_DISCO-SSD-PATRIOT-P300-256-GB-M.2-2280-PCIE-GEN3-X4-PE000689_export_d0823ce63ebc7d986249e2eb339a0f2f.jpeg";"10.5%";"6";"12 meses";"U$S";"21.74";"24.03";"1160";"25223.62";"27872.1";"Aplicaciones:Notebook,PC
Marca:Patriot
Capacidad:256 GB
Ubicación del disco:Interno
Interfaces:PCIe 3 x 4
Línea:P300
Modelo:P300P256GM28
Tecnología de almacenamiento:SSD
Con disipador de calor:No";"24.03";"27872.1";"";"";"DISCO SSD PATRIOT P300 256 GB M.2 2280 PCIE GEN3 X4 PE000689";"200";"150";"10";"50";"";"0"
"113157";"P300P512GM28";"DISCOS SSD";"DISCO SSD PATRIOT P300 512 GB M.2 2280 PCIE GEN3 X4 PE000691";"https://static.nb.com.ar/i/nb_DISCO-SSD-PATRIOT-P300-512-GB-M.2-2280-PCIE-GEN3-X4-PE000691_export_f9f62a042ee10c67f2434d166b95f941.jpeg";"10.5%";"10";"12 meses";"U$S";"33.63";"37.16";"1160";"39010.1";"43106.16";"Marca:Patriot Memory
Capacidad:512 GB
Tipo de disco externo:De escritorio
Código universal de producto:0814914026526
Ubicación del disco:Interno
Línea:P300
Modelo:P300P512GM28
Tecnología de almacenamiento:SSD";"37.16";"43106.17";"";"";"DISCO SSD PATRIOT P300 512 GB M.2 2280 PCIE GEN3 X4 PE000691";"54";"100";"10";"100";"";"0"
"109489";"PBE120GS25SSDR";"DISCOS SSD";"DISCO SSD PATRIOT BURST ELITE SOLID 120 GB SATA3 PE000775";"https://static.nb.com.ar/i/nb_DISCO-SSD-PATRIOT-BURST-ELITE-SOLID-120-GB-SATA3-PE000775_export_3ad74808974b55760115504a8d62a103.jpeg";"10.5%";"10";"12 meses";"U$S";"13.92";"15.38";"1160";"16149.06";"17844.71";"Aplicaciones:PC,Notebook
Marca:Patriot
Capacidad:120 GB
Caché de datos:32 MB
Profundidad:7 mm
Código universal de producto:814914023921
Factor de forma:2.5 ""
Ubicación del disco:Interno
Altura:100 mm
Interfaces:SATA III
Línea:Burst Elite
Modelo:PBE120GS25SSDR
SKU:GIT00018316
Tecnología de almacenamiento:SSD
Peso:78.6 g
Ancho:69.85 mm";"15.38";"17844.71";"";"";"DISCO SSD PATRIOT BURST ELITE SOLID 120 GB SATA3 PE000775";"54";"100";"10";"100";"";"0"
"120281";"WDS500G3B0E";"DISCOS SSD";"DISCO SSD M.2 500GB WD BLUE SN580 NVME";"https://static.nb.com.ar/i/nb_DISCO-SSD-M.2-500GB-WD-BLUE-SN580-NVME_export_15f827eb84621077e83ffcf92b01b4f9.jpg";"10.5%";"10";"12 meses";"U$S";"47.45";"52.44";"1160";"55046.64";"60826.54";"Model:WDS500G3B0E
Capacity:500GB
Device Type:Internal Solid State Drive (SSD)
Brand:Western Digital
Form Factor:M.2 2280
Series:WD Blue SN580
Interface:PCI-Express 4.0 x4
4KB Random Write:Up to 750,000 IOPS
Max Sequential Read:Up to 4000 MBps
Protocol:NVMe 1.4
Max Sequential Write:Up to 3600 MBps
4KB Random Read:Up to 450,000 IOPS";"52.44";"60826.54";"";"";"DISCO SSD M.2 500GB WD BLUE SN580 NVME";"54";"100";"10";"100";"";"0"
"117258";"WDS480G3G0A";"DISCOS SSD";"DISCO SSD SATA 480GB WD GREEN";"https://static.nb.com.ar/i/nb_DISCO-SSD-SATA-480GB-WD-GREEN_export_30353392d06b64e3384abe336a4bf8f8.png";"10.5%";"10";"12 meses";"U$S";"35.14";"38.83";"1160";"40765.18";"45045.53";"Aplicaciones:Notebook,PC
Marca:Western Digital
Capacidad:480 GB
Código universal de producto:718037894348
Factor de forma:2.5 ""
Ubicación del disco:Interno
Interfaces:Sata3
Es resistente a golpes:No
Línea:WD Green
Modelo:WDS480G3G0A
Tecnología de almacenamiento:SSD";"38.83";"45045.53";"";"";"DISCO SSD SATA 480GB WD GREEN";"54";"100";"10";"100";"";"0"
"117542";"NT01SA500-120-S3X";"DISCOS SSD";"DISCO SSD NETAC SA500 2.5 SATA3 120 GB";"https://static.nb.com.ar/i/nb_DISCO-SSD-NETAC-SA500-2.5-SATA3-120-GB_export_eb086ab91688e6590b0ca9d3f11f62fd.jpeg";"10.5%";"10";"12 Meses";"U$S";"11.38";"12.58";"1160";"13202.08";"14588.29";"Brand:Netac
Seq. Read?MB/s?up to:500
Model:SA500
Seq. Write?MB/s?up to:400
TBW:60
NAND Flash:3D NAND Flash
Interface:2.5 inches SATA ?
Capacity:120GB";"12.58";"14588.3";"";"";"DISCO SSD NETAC SA500 2.5 SATA3 120 GB";"54";"100";"10";"100";"";"0"
"117543";"NT01SA500-240-S3X";"DISCOS SSD";"DISCO SSD NETAC SA500 2.5 SATA3 240 GB";"https://static.nb.com.ar/i/nb_DISCO-SSD-NETAC-SA500-2.5-SATA3-240-GB_export_eb086ab91688e6590b0ca9d3f11f62fd.jpeg";"10.5%";"10";"12 Meses";"U$S";"18.06";"19.96";"1160";"20949.6";"23149.31";"TBW:120
Capacity :240GB
NAND Flash:3D NAND Flash
Model:SA500
Seq. Write?MB/s?up to:450
Brand:Netac
Seq. Read?MB/s?up to:520
Interface:2.5 inches SATA ?";"19.96";"23149.31";"";"";"DISCO SSD NETAC SA500 2.5 SATA3 240 GB";"200";"150";"30";"70";"";"0"
"117544";"NT01SA500-480-S3X";"DISCOS SSD";"DISCO SSD NETAC SA500 2.5 SATA3 480 GB";"https://static.nb.com.ar/i/nb_DISCO-SSD-NETAC-SA500-2.5-SATA3-480-GB_export_eb086ab91688e6590b0ca9d3f11f62fd.jpeg";"10.5%";"10";"12 Meses";"U$S";"29.88";"33.02";"1160";"34665.44";"38305.31";"Brand:Netac
Model:SA500
Interface:2.5 inches SATA 3
Capacity:480GB
Seq. Read?MB/s?up to:520
Seq. Write?MB/s?up to:450
NAND Flash:3D NAND Flash
TBW:240";"33.02";"38305.31";"";"";"DISCO SSD NETAC SA500 2.5 SATA3 480 GB";"54";"100";"10";"100";"";"0"
"118225";"P400LP1KGM28H";"DISCOS SSD";"DISCO SSD PATRIOT P400 1000 GB M.2 2280 GEN4 PS001655";"https://static.nb.com.ar/i/nb_DISCO-SSD-PATRIOT-P400-1000-GB-M.2-2280-GEN4-PS001655_export_906a62d8e5608c9a06f8261d5e438d6a.jpeg";"10.5%";"10";"12 meses";"U$S";"84.47";"93.34";"1160";"97982.88";"108271.08";"Aplicaciones:PC,Notebook
Marca:Patriot
Capacidad:1 TB
Transferencia de datos:3500 MB/s lectura,2700 MB/s escritura
Profundidad:8 cm
Código universal de producto::4711378424133
onsumo energético del disco rígido y SSD:2.38W activo,0.38W inactivo
Factor de forma del disco rígido y SSD:M.2 2280
Interfaces: PCIe Gen 4x4,NVMe 1.4
Modelo:P400LP1KGM28H
Línea:P400";"93.34";"108271.08";"";"";"DISCO SSD PATRIOT P400 1000 GB M.2 2280 GEN4 PS001655";"200";"150";"10";"70";"";"0"
"115741";"NT01N535N-256G-N8X";"DISCOS SSD";"DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 256 GB";"https://static.nb.com.ar/i/nb_DISCO-SSD-NETAC-N535N-M.2-2280-SATAIII-3D-NAND-SSD-256-GB_export_b3540ada70694b38d855a38362dfc1c4.jpeg";"10.5%";"10";"12 meses";"U$S";"18.97";"20.97";"1160";"22010.77";"24321.9";"Voltage:	3.3v
Interface:M.2 Sata 6Gb/s
trim:Support
Modelo:N535N
Specification:	M.2 2280
capacity:256GB";"20.97";"24321.89";"";"";"DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 256 GB";"54";"100";"10";"100";"";"0"
"115742";"NT01N535N-512G-N8X";"DISCOS SSD";"DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 512 GB";"https://static.nb.com.ar/i/nb_DISCO-SSD-NETAC-N535N-M.2-2280-SATAIII-3D-NAND-SSD-512-GB_export_b3540ada70694b38d855a38362dfc1c4.jpeg";"10.5%";"10";"12 meses";"U$S";"33.37";"36.88";"1160";"38713.84";"42778.79";"Specification:	M.2 2280
trim:	Support
Modelo:	N535N
Voltage:	3.3v
Interface:	M.2 Sata 6Gb/s
capacity:512GB";"36.88";"42778.79";"";"";"DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 512 GB";"54";"100";"10";"100";"";"0"
"120628";"SDSSDA-240G-G26";"DISCOS SSD";"DISCO SSD SATA 240GB SANDISK PLUS";"https://static.nb.com.ar/i/nb_DISCO-SSD-SATA-240GB-SANDISK-PLUS_export_c1d767511a3ce1c74391f315182d6e26.png";"10.5%";"10";"12 meses";"U$S";"25.83";"28.55";"1160";"29966.98";"33113.51";"";"28.55";"33113.51";"";"";"DISCO SSD SATA 240GB SANDISK PLUS";"54";"100";"10";"100";"";"0"
"120630";"SDSSDA3N-1T00-G26";"DISCOS SSD";"DISCO SSD M.2 1TB SANDISK NVME";"https://static.nb.com.ar/i/nb_DISCO-SSD-M.2-1TB-SANDISK-NVME_export_f3fc42b3d73f2e685ec4a2e273fbd8ea.png";"10.5%";"10";"12 meses";"U$S";"58.76";"64.93";"1160";"68166.24";"75323.7";"";"64.93";"75323.7";"";"";"DISCO SSD M.2 1TB SANDISK NVME";"54";"100";"10";"100";"";"0"
"119840";"WDS500G3X0G";"DISCOS SSD";"DISCO SSD 500GB M.2 2230 WD BLACK SN770M NVME";"https://static.nb.com.ar/i/nb_DISCO-SSD-500GB-M.2-2230-WD-BLACK-SN770M-NVME_export_fcdb4a574e45e204cacc106ef42ee7e9.jpg";"10.5%";"10";"12 meses";"U$S";"72.94";"80.6";"1160";"84614.81";"93499.36";"Interfaces:PCIe Gen 4x4
Línea:SN770M
Tecnología de almacenamiento:SSD
Temperatura de funcionamiento:0 °C - 70 °C
Tipo de disco rígido y SSD externo:interno
Factor de forma del disco rígido y SSD:M.2 2230
Ubicación del disco rígido y SSD:Interno
Marca:Western Digital
Color:Negro
Capacidad:500 GB";"80.6";"93499.36";"";"";"DISCO SSD 500GB M.2 2230 WD BLACK SN770M NVME";"54";"100";"10";"100";"";"0"
"119843";"WDS400T2X0E";"DISCOS SSD";"DISCO SSD 4TB WD BLACK SN850X NVME GEN4";"https://static.nb.com.ar/i/nb_DISCO-SSD-4TB-WD-BLACK-SN850X-NVME-GEN4_export_f1572b69c91b2ac6d36fb3565c07c197.jpg";"10.5%";"2";"12 meses";"U$S";"429.84";"474.98";"1160";"498619.27";"550974.3";"Form Factor:M.2 2280
Device Type:Internal Solid State Drive (SSD)
Brand:Western Digital
Model:WDS400T2X0E
Capacity:4TB
Interface:PCI-Express 4.0 x4
Memory Components:3D NAND TLC
Protocol:NVMe
Max Sequential Read:Up to 7300 MBps
Max Sequential Write:Up to 6600 MBps
4KB Random Read:Up to 1,200,000 IOPS
MTTF:1.75M Hours
4KB Random Write:Up to 1,100,000 IOPS
Terabytes Written (TBW):2400TB";"474.98";"550974.29";"";"";"DISCO SSD 4TB WD BLACK SN850X NVME GEN4";"54";"100";"10";"100";"";"0"
