"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO"
"104510";"F 3000";"ACCESORIOS";"FLUX PASTERMAX MAX 3000 EN GEL";"https://static.nb.com.ar/i/nb_FLUX-PASTERMAX-MAX-3000-EN-GEL_export_14a5c6cfba2e1392ec711534e2a1509c.jpeg";"21.0%";"20";"6 meses";"U$S";"2.96";"3.58";"1160";"3431.42";"4152.02";"PRESENTACION: Jeringa de 10cc en caja.
APARIENCIA: Gel transparente, amarillo a ámbar claro.";"3.58";"4152.02";"";"";"FLUX PASTERMAX MAX 3000 EN GEL";"80";"150";"30";"80";"";"0"
"104935";"23647";"ACCESORIOS";"ACCESORIOS BASE AURICULARES TRUST GXT 265 CINTAR RGB";"https://static.nb.com.ar/i/nb_ACCESORIOS-BASE-AURICULARES-TRUST-GXT-265-CINTAR-RGB_export_9aa21a53281c1ba04ba5addcad773562.png";"21.0%";"20";"12 meses";"U$S";"35.59";"43.07";"1160";"41289.04";"49959.74";"Power switch:no
Cable length main cable: 150 cm
Number of USB ports:2
USB version:2.0
Lights:yes
Compatible Device Types:laptop, pc
Compatible Consoles:no
Peso del producto (neto): 425 gPeso del producto (:425 g";"43.07";"49959.74";"";"";"ACCESORIOS BASE AURICULARES TRUST GXT 265 CINTAR RGB";"500";"140";"260";"140";"";"0"
"7557";"-";"ACCESORIOS";"ACCESORIOS SFX FICHA HDMI A DVI";"https://static.nb.com.ar/i/nb_ACCESORIOS-SFX-FICHA-HDMI-A-DVI_export_cf9fe8902fa5f652d66f4ee9d1b2ee89.jpeg";"21.0%";"20";"12 meses";"U$S";"6.58";"7.97";"1160";"7637.23";"9241.05";"Modelo:HDMI a DVI
Conector de entrada:HDMI
Conector de salida:DVI";"7.97";"9241.05";"";"";"ACCESORIOS SFX FICHA HDMI A DVI";"500";"140";"243";"140";"";"0"
"119953";"24782";"ACCESORIOS";"ACCESORIOS TRUST AVADO XBOX CHARGER KIT GXT246";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-AVADO-XBOX-CHARGER-KIT-GXT246_export_76b1086142384e898b739afc34481d01.png";"21.0%";"1";"12 meses";"U$S";"17.7";"21.42";"1160";"20530.61";"24842.04";"Modelo alfanumérico:GXT 246 Avado Kit Play & Charge de Xbox
Marca:Trust";"21.42";"24842.04";"";"";"ACCESORIOS TRUST AVADO XBOX CHARGER KIT GXT246";"500";"140";"243";"140";"";"0"
"119975";"25584";"ACCESORIOS";"PILAS AA RECARGABLES USB-C TRUST X2";"https://static.nb.com.ar/i/nb_PILAS-AA-RECARGABLES-USB-C-TRUST-X2_export_9707bece8405b38c2b0ca344c9778612.png";"21.0%";"8";"12 meses";"U$S";"9.82";"11.88";"1160";"11390.74";"13782.79";"System Requirements:Cable USB-C Cargador de 5 W o puerto USB
 Input power:2.4W
Package Contents:2 pilas AA
 Total output power (max): A, W:400mW";"11.88";"13782.8";"";"";"PILAS AA RECARGABLES USB-C TRUST X2";"500";"140";"243";"140";"";"0"
"119992";"AC-073-OO1NAN-A1";"ACCESORIOS";"ACCESORIOS THERMALTAKE KIT DE PANELES LCD 3.9 BLACK USB THE TOWER 300/CERES 330";"https://static.nb.com.ar/i/nb_ACCESORIOS-THERMALTAKE-KIT-DE-PANELES-LCD-3.9-BLACK-USB-THE-TOWER-300/CERES-330_export_9b2e0be3301a7a53d72095e10af973af.jpg";"21.0%";"5";"12 meses";"U$S";"91.2";"131.74";"1160";"105786.2";"152818.74";"Part Number:AC-073-OO1NAN-A1
Colors:Black
Types:Front / Back Panel & Accessories
Brand:Thermaltake
Model:Tower 300 Series";"131.74";"152818.75";"";"";"ACCESORIOS THERMALTAKE KIT DE PANELES LCD 3.9 BLACK USB THE TOWER 300/CERES 330";"500";"140";"243";"140";"";"23.46"
"120103";"31250023400";"ACCESORIOS";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"https://static.nb.com.ar/i/nb_BASE-NOTEBOOK-GENIUS-G-STAND-M250-IRON-GREY_export_9117e8e90bc8a2cf6bc1bf3d9a90fcdb.jpg";"21.0%";"20";"12 meses";"U$S";"12.42";"15.03";"1160";"14408.59";"17434.4";"Modelo:G-Stand M250
Tipo de soporte:Ajustable
Es vertical:No
Marca:Genius
Es antideslizante:Sí";"15.03";"17434.39";"";"";"BASE NOTEBOOK GENIUS G-STAND M250 IRON GREY";"500";"140";"243";"140";"";"0"
"119952";"25240";"ACCESORIOS";"POWERBANK TRUST LARO 100W LAPTOP";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-LARO-100W-LAPTOP_export_92962f03b0b3b5072209373af10bdc65.png";"21.0%";"7";"12 meses";"U$S";"78.59";"95.09";"1160";"91159.99";"110303.59";"Marca del cargador:Trust
Tipo de cargador:Portátil";"95.09";"110303.59";"";"";"POWERBANK TRUST LARO 100W LAPTOP";"500";"140";"243";"140";"";"0"
"119810";"PAD";"ACCESORIOS";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"https://static.nb.com.ar/i/nb_PAD-TERMICO-EN-MASA-CARBONO-PASTERMAX-30GRS_export_057b901a2024f7b811d788ad8030eacf.jpg";"21.0%";"2";"6 meses";"U$S";"10.04";"12.14";"1160";"11641.34";"14086.02";"";"12.14";"14086.02";"";"";"PAD TERMICO EN MASA CARBONO PASTERMAX 30GRS";"500";"140";"243";"140";"";"0"
"120102";"31250017400";"ACCESORIOS";"BASE PARA AURICULARES GENIUS RS2 GX-UH100";"https://static.nb.com.ar/i/nb_BASE-PARA-AURICULARES-GENIUS-RS2-GX-UH100_export_22997eebd110d21ba0118b7b0f2f3f89.jpg";"21.0%";"20";"12 meses";"U$S";"16.02";"19.39";"1160";"18588.77";"22492.41";"Modelo:GX-UH100
Marca:Genius
Color:Negro";"19.39";"22492.41";"";"";"BASE PARA AURICULARES GENIUS RS2 GX-UH100";"500";"140";"243";"140";"";"0"
"102393";"CPU G60 GRIS";"ACCESORIOS";"GRASA SILICONADA  PASTERMAX PARA CPU G60 (GRIS) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA--PASTERMAX-PARA-CPU-G60-(GRIS)-PASTA-TERMICA_export_e181dc42479b07630704d262a9911623.jpeg";"21.0%";"20";"6 meses";"U$S";"2.92";"3.53";"1160";"3388.06";"4099.55";"Marca:PASTERMAX
Color:Plateado
Código universal de producto:841163042656
Es adhesivo:No
Largo:10 cm
Modelo:G60
SKU:PASTERC60
Unidades por envase:1";"3.53";"4099.56";"";"";"GRASA SILICONADA  PASTERMAX PARA CPU G60 (GRIS) PASTA TERMICA";"80";"150";"70";"80";"";"0"
"119708";"31090015100";"ACCESORIOS";"GENIUS PUNTERO LASER MEDIA POINTER 100";"https://static.nb.com.ar/i/nb_GENIUS-PUNTERO-LASER-MEDIA-POINTER-100_export_8aa90bc2a06c04ed0d1f6497eb676781.jpg";"10.5%";"20";"12 meses";"U$S";"20.37";"22.51";"1160";"23630.13";"26111.29";"Tecnología inalámbrica:2.4GHz
Dimensiones:105 x 38 x 18 mm (4.13 x 1.5 x 0.7 pulgadas)
Peso (g):157 g
Tipo de batería    :AAA x2";"22.51";"26111.29";"";"";"GENIUS PUNTERO LASER MEDIA POINTER 100";"500";"140";"243";"140";"";"0"
"119205";"25243";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA GREEN BACKPACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-GREEN-BACKPACK-16_export_28d6ff7259d825db8af9f3703fb158ca.png";"10.5%";"14";"12 meses";"U$S";"43.95";"48.56";"1160";"50981.54";"56334.6";"Sustainability:Plastic material POM, RPET Polyester, RPET twill polyester,
General:Type of bag backpack Number of compartments 3
Size & Weight:Volume 23 L
Exterior: Fabric type polyester
Compatibility:Max. laptop size 16 "" Compatible Device Types laptop";"48.56";"56334.6";"";"";"ACCESORIOS TRUST MOCHILA LISBOA GREEN BACKPACK 16";"500";"140";"243";"140";"";"0"
"118032";"24679";"ACCESORIOS";"POWERBANK TRUST PRIMO 5000 ECO";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-PRIMO-5000-ECO_export_dbf92bac4d920ff035ffb29e904168a7.png";"21.0%";"20";"12 meses";"U$S";"16.63";"20.12";"1160";"19288.71";"23339.34";"Watt-hour rating:18.5 Wh
Number of USB ports:2
Input port: micro-USB USB-C
Input power:Input power
 Safe & certified battery:yes
Fast re-charging:yes
 Flashlight:no
Battery capacity (mAh):5000 mAh
Accessories:USB-C charge cable
Indicators:Battery level";"20.12";"23339.34";"";"";"POWERBANK TRUST PRIMO 5000 ECO";"250";"140";"20";"70";"";"0"
"118897";"24678";"ACCESORIOS";"POWERBANK TRUST PRIMO 10000 ECO BLACK";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-PRIMO-10000-ECO-BLACK_export_a147a56713bfeefffef02540e8754c9e.png";"21.0%";"20";"12 meses";"U$S";"25.74";"31.15";"1160";"29858.05";"36128.24";" Number of USB ports:3
 Flashlight:no
 Indicators: Battery level
 Protections:over-charge, over-current, over-discharge, over-heat, over-load, short-circuit
Battery capacity (mAh):10000 mAh
Battery composition (Alkaline, Li-ion, etc.) :Lithium-ion polymer
Battery voltage (Volt):3.7 V
Fast re-charging :yes
Max Input Power :5V/2A/10W-15W
 Input port: micro-USB USB-C";"31.15";"36128.25";"";"";"POWERBANK TRUST PRIMO 10000 ECO BLACK";"300";"150";"30";"80";"";"0"
"118899";"25029";"ACCESORIOS";"POWERBANK TRUST PRIMO 10000 ECO GREEN";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-PRIMO-10000-ECO-GREEN_export_5fd9a6904a6154dedf4e782370723a3c.png";"21.0%";"20";"12 meses";"U$S";"25.74";"31.15";"1160";"29858.05";"36128.24";"Number of USB ports:3
Indicators:Battery level
Input port:micro-USB USB-C
Max Input Power :5V/2A/10W
Total output power (max): A, W:3A/15W
Battery composition (Alkaline, Li-ion, etc.) :Lithium-ion polymer
Battery voltage (Volt) :3.7 V
Fast re-charging :yes
Protections:over-charge, over-current, over-discharge, over-heat, over-load, short-circuit
Battery capacity (mAh):10000 mAh";"31.15";"36128.25";"";"";"POWERBANK TRUST PRIMO 10000 ECO GREEN";"500";"140";"243";"140";"";"0"
"118902";"25033";"ACCESORIOS";"POWERBANK TRUST REDOH 10000 GREEN";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-REDOH-10000-GREEN_export_34b84e7e4a2dc286eb72c18eba059c73.png";"21.0%";"20";"12 meses";"U$S";"32.88";"39.78";"1160";"38140.8";"46150.37";"Capacidad de la batería:10000 mAh
Voltaje de la batería:3.7V
Formato de salida:USB
Tipo de cargador:Portátil
Tipo de cargador:Powerbank
Tipo de conector:USB-C
 Protections: over-charge, over-load, over-heat, short-circuit
Recycled content %:50%
Indicators:Battery level, Charging, Battery empty";"39.78";"46150.37";"";"";"POWERBANK TRUST REDOH 10000 GREEN";"500";"140";"243";"140";"";"0"
"118876";"25124";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-16_export_c761d653c97f0ca486302b1cef62352e.png";"10.5%";"5";"12 meses";"U$S";"47.16";"52.11";"1160";"54702.82";"60446.61";"Laptop Compartment Size (inch):16 ""
Type of bag:backpack
 Plastic material:POM, RPET Polyester, RPET twill polyester,
Number of compartments:3
Recycled content %:37 %
 Fabric type:polyester
 Volume:23 L";"52.11";"60446.61";"";"";"ACCESORIOS TRUST MOCHILA LISBOA 16";"800";"300";"460";"160";"";"0"
"118874";"24980";"ACCESORIOS";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MALETIN-LISBOA-NOTEBOOK-16_export_565eef454630352487b27b8a8bab4309.png";"10.5%";"20";"12 meses";"U$S";"28.03";"30.98";"1160";"32518.16";"35932.57";"Recycled content %:40 %
Size & Weight:512g 305mm 60mm 400mm
 Volume 21 L Laptop Compartment Size (inch):15.6 ""
 Fabric type:polyester
 Plastic material: POM, RPET Polyester, RPET twill polyester, 
 Volume:21 L";"30.98";"35932.57";"";"";"ACCESORIOS TRUST MALETIN LISBOA NOTEBOOK 16";"500";"140";"243";"140";"";"0"
"102961";"5J.JCK28.L01";"ACCESORIOS";"BENQ QP01 DONGLE QCAST HDMI INALAMBRICO";"https://static.nb.com.ar/i/nb_BENQ-QP01-DONGLE-QCAST-HDMI-INALAMBRICO_export_19bddbef3cfc90ac1e7f3f74aa1096be.jpeg";"10.5%";"1";"24 meses";"U$S";"105.23";"116.28";"1160";"122063.73";"134880.42";"Modelo alfanumérico:QCAST
Marca:BenQ
Capacidad:0 GB
Línea:STEAMING
Resolución máxima de video:1080
Modelo:QCAST
Puertos de salida:HDMI, USB, WIFI
Memoria RAM:0 GB
Tipo de control remoto:NO
Modelo alfanumérico:5J.JCK28.L01
Marca:BenQ
Línea:OFICINA
Resolución máxima de video:Full HD 1080p
Modelo:QP01 L WiFi
Tipo de control remoto:Estándar";"116.28";"134880.42";"";"";"BENQ QP01 DONGLE QCAST HDMI INALAMBRICO";"250";"160";"30";"90";"";"0"
"101404";"BA-PCKRT-PP";"ACCESORIOS";"ACCESORIOS PORTA AURICULARES NZXT PUCK PURPLE";"https://static.nb.com.ar/i/nb_ACCESORIOS-PORTA-AURICULARES-NZXT-PUCK-PURPLE_export_13c84c747c0a7415eab120480f650d65.png";"21.0%";"2";"12 meses";"U$S";"24.22";"29.31";"1160";"28099.52";"34000.41";"Marca:NZXT
Código universal de producto:815671013279
Modelo:BA-PCKRT-PP
SKU:BA-PCKRT-PP
UPC:815671013279";"29.31";"34000.41";"";"";"ACCESORIOS PORTA AURICULARES NZXT PUCK PURPLE";"200";"80";"40";"80";"";"0"
"101286";"BA-PCKRT-RD";"ACCESORIOS";"ACCESORIOS PORTA AURICULARES NZXT PUCK RED";"https://static.nb.com.ar/i/nb_ACCESORIOS-PORTA-AURICULARES-NZXT-PUCK-RED_export_403a5fb7b2ad19d2fe36e85e3657df96.png";"21.0%";"20";"12 meses";"U$S";"24.22";"29.31";"1160";"28099.52";"34000.41";"Marca:NZXT
EAN:5060301693504
Código universal de producto:5060301693504
Modelo:Puck Red
SKU:BA-PCKRT-RD";"29.31";"34000.41";"";"";"ACCESORIOS PORTA AURICULARES NZXT PUCK RED";"200";"80";"40";"80";"";"0"
"119178";"32590001400";"ACCESORIOS";"GENIUS ADAPTADOR AUDIO Y MIC A MINIPLUG";"https://static.nb.com.ar/i/nb_GENIUS-ADAPTADOR-AUDIO-Y-MIC-A-MINIPLUG_export_869880db4adb126ff8934832083e74c5.jpg";"10.5%";"20";"6 meses";"U$S";"1.43";"1.58";"1160";"1653.7";"1827.33";"Marca:Genius";"1.58";"1827.34";"";"";"GENIUS ADAPTADOR AUDIO Y MIC A MINIPLUG";"500";"140";"243";"140";"";"0"
"119206";"24981";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA  AVANA ECO BACKPACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA--AVANA-ECO-BACKPACK-16_export_f1ec2fca07c9f61e1d82e835a28e0fb9.png";"10.5%";"14";"12 meses";"U$S";"39.21";"43.33";"1160";"45482.9";"50258.61";"General:Type of bag backpack Number of compartments 3
Interior:Laptop Compartment Depth (mm) 26.5 mm
Exterior:Fabric type polyester
Sustainability:Plastic material POM, RPET Polyester, RPET twill polyester,
Compatibility:Max. laptop size 16 "" Compatible Device Types laptop
Size & Weight:olume 20 L
Protection:Type of case softcase Waterproof Yes Shock absorption No Hardened bottom No";"43.33";"50258.61";"";"";"ACCESORIOS TRUST MOCHILA  AVANA ECO BACKPACK 16";"500";"140";"243";"140";"";"0"
"119204";"25244";"ACCESORIOS";"ACCESORIOS TRUST MOCHILA LISBOA BLACK BACKPACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-MOCHILA-LISBOA-BLACK-BACKPACK-16_export_0bca011e013274a86845a2f5b70a660e.png";"10.5%";"9";"12 meses";"U$S";"43.95";"48.56";"1160";"50981.54";"56334.6";"Exterior:Compatibility
General: Number of compartments 3
Size & Weight:Volume 23 L
Sustainability:Plastic material POM, RPET Polyester, RPET twill polyester
Compatibility:Max. laptop size 16 "" Compatible Device Types laptop";"48.56";"56334.6";"";"";"ACCESORIOS TRUST MOCHILA LISBOA BLACK BACKPACK 16";"500";"140";"243";"140";"";"0"
"119203";"25246";"ACCESORIOS";"ACCESORIOS TRUST FUNDA LISBOA BLACK 16";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-FUNDA-LISBOA-BLACK-16_export_f613ebffdbe1f745d5fd1bf9f140dd4d.png";"10.5%";"20";"12 meses";"U$S";"28.92";"31.96";"1160";"33548.01";"37070.55";"General: Type of bag carry bag
Información extra:Número de referencia 25246 Código EAN 8713439252460";"31.96";"37070.55";"";"";"ACCESORIOS TRUST FUNDA LISBOA BLACK 16";"500";"140";"243";"140";"";"0"
"119207";"21248";"ACCESORIOS";"ACCESORIOS TRUST FUNDA NOTEBOOK PRIMO SLEEVE 15.6 BLACK";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-FUNDA-NOTEBOOK-PRIMO-SLEEVE-15.6-BLACK_export_f7195840e446f8f88a234dbf9b612999.png";"10.5%";"19";"12 meses";"U$S";"28.92";"31.96";"1160";"33548.01";"37070.55";"Protection:Type of case softcase Waterproof No Shock absorption Yes Hardened bottom No
Size & Weight:Total weight 24 g
General: Type of bag sleeve Number of compartments 1
Interior: Laptop Compartment Depth (mm) 20 mm
Compatibility:Max. laptop size 15.6 "" Compatible Device Types laptop
Exterior:Fabric type polyester";"31.96";"37070.55";"";"";"ACCESORIOS TRUST FUNDA NOTEBOOK PRIMO SLEEVE 15.6 BLACK";"500";"140";"243";"140";"";"0"
"102535";"AC-HUEHU-A1";"ACCESORIOS";"ACCESORIOS NZXT HUE 2 KIT ILUMINACION AMBIENTE RGB 21-26";"https://static.nb.com.ar/i/nb_ACCESORIOS-NZXT-HUE-2-KIT-ILUMINACION-AMBIENTE-RGB-21-26_export_abfaa56e00e1654815e87f7de5090dd7.jpg";"21.0%";"14";"12 meses";"U$S";"153.4";"185.61";"1160";"177943.13";"215311.19";"Marca:NZXT
EAN:5060301694297
Código universal de producto:5060301694297
Modelo:AC-HUEHU-A1
Dimensiones del producto:76 x 100 x 15mm,
Voltaje de salida:5V DC
Voltaje de entrada:12V DC, 2A
Largo del cable LED:300mm x2, 250mm x4, 200mm x2";"185.61";"215311.18";"";"";"ACCESORIOS NZXT HUE 2 KIT ILUMINACION AMBIENTE RGB 21-26";"350";"80";"30";"110";"";"0"
"103174";"CL-O020-PL00SW-A";"ACCESORIOS";"ACCESORIOS THERMALTAKE MEMORY LIGHTING KIT LED MEMORY";"https://static.nb.com.ar/i/nb_ACCESORIOS-THERMALTAKE-MEMORY-LIGHTING-KIT-LED-MEMORY_export_387791e5b8f21f332fc5c62241cb91a5.jpeg";"21.0%";"4";"12 meses";"U$S";"61.57";"74.5";"1160";"71424.07";"86423.12";"Interface:USB 2.0
Peso:168 g
Marca:Thermaltake
Código universal de producto:818241986201
Modelo:CL-O020-PL00SW-A
SKU:CL-O020-PL00SW-A
UPC:818241986201
Requisitos del sistema:Windows 7 / 8 / 8.1 / 10
Voltaje de alimentación: 5V";"74.5";"86423.12";"";"";"ACCESORIOS THERMALTAKE MEMORY LIGHTING KIT LED MEMORY";"150";"1100";"30";"30";"";"0"
"116467";"M022-10-000178";"ACCESORIOS";"ACCESORIOS EVGA BRACKET IO INTEL LGA1700 RETENTION KIT";"https://static.nb.com.ar/i/nb_ACCESORIOS-EVGA-BRACKET-IO-INTEL-LGA1700-RETENTION-KIT_export_5ea374cfac7e33e6c933422cce463c18.jpeg";"21.0%";"20";"6 meses";"U$S";"4.42";"5.35";"1160";"5130.22";"6207.56";"Marca:EVGA
Retention :LGA1700";"5.35";"6207.57";"";"";"ACCESORIOS EVGA BRACKET IO INTEL LGA1700 RETENTION KIT";"450";"150";"50";"150";"";"0"
"117731";"9290025248";"ACCESORIOS";"ACCESORIOS WIZ HUE CABLE 2M RGB LEDSTRIP STARKIT TYPE-C";"https://static.nb.com.ar/i/nb_ACCESORIOS-WIZ-HUE-CABLE-2M-RGB-LEDSTRIP-STARKIT-TYPE-C_export_605ba0c0b902ccf6eb2cd96cdf99d040.jpg";"10.5%";"17";"6 meses";"U$S";"34.79";"38.44";"1160";"40354.6";"44591.84";"Marca:Wiz
Incluye fuente de alimentación:Sí
Condición del ítem:Nuevo
Modelo:929002524812
Potencia por metro:20 W
Embalaje del envío:Caja
Largo:2 m
Voltaje:110V/220V
Con Wi-Fi:Sí";"38.44";"44591.84";"";"";"ACCESORIOS WIZ HUE CABLE 2M RGB LEDSTRIP STARKIT TYPE-C";"500";"140";"243";"140";"";"0"
"117522";"EP-T1510XBSGAR";"ACCESORIOS";"ACCESORIOS SAMSUNG CARGADOR 15W CABLE TIPO-C";"https://static.nb.com.ar/i/nb_ACCESORIOS-SAMSUNG-CARGADOR-15W-CABLE-TIPO-C_export_bafda6fa1a9e75428a42398a6821a6a7.jpg";"21.0%";"11";"12 meses";"U$S";"22.11";"26.76";"1160";"25649.86";"31036.33";" Marca del cargador:Samsung
Tipo de cargador:De pared
Marcas de dispositivos móviles compatibles:Samsung
Modelos de dispositivos móviles compatibles:galaxy
Conector:USB-C
Código universal de producto:8806092899377
Voltaje de entrada:220V
Es de carga rápida:Sí
Condición del ítem:Nuevo
 Modelo del cargador:T1510
Voltaje de salida:5V";"26.76";"31036.33";"";"";"ACCESORIOS SAMSUNG CARGADOR 15W CABLE TIPO-C";"500";"140";"243";"140";"";"0"
"118879";"20967";"ACCESORIOS";"ACCESORIOS TRUST CALYX CABLE ADAPTADOR USB-C A USB-A";"https://static.nb.com.ar/i/nb_ACCESORIOS-TRUST-CALYX-CABLE-ADAPTADOR-USB-C-A-USB-A_export_ba7e3fad1547218479aaf70ea8128cc1.png";"21.0%";"14";"12 meses";"U$S";"9.25";"11.19";"1160";"10725.71";"12978.11";"Connections for:USB-A, USB-C
Cable length main cable:9 cm
Connector from - to:USB type-C male to type-A female converter";"11.19";"12978.1";"";"";"ACCESORIOS TRUST CALYX CABLE ADAPTADOR USB-C A USB-A";"20";"150";"10";"20";"";"0"
"118906";"25034";"ACCESORIOS";"POWERBANK TRUST REDOH 20000 BLUE";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-REDOH-20000-BLUE_export_af6aed440609bde4d11f49856572b5ab.png";"21.0%";"20";"12 meses";"U$S";"45.31";"54.82";"1160";"52554.84";"63591.36";"Indicators:Battery level, Charging, Battery empty
Number of USB ports :3
 Plastic material:ABS/PC
 Input port:USB-C
Recycled content %:50 %
Battery composition (Alkaline, Li-ion, etc.) :Lithium-ion polymer
Max Input Power :18W
Battery capacity (mAh):20000 mAh
Fast re-charging :yes
Accessories:USB-C charge cable
Battery voltage (Volt) :3.7 V";"54.82";"63591.36";"";"";"POWERBANK TRUST REDOH 20000 BLUE";"500";"140";"243";"140";"";"0"
"118905";"24880";"ACCESORIOS";"POWERBANK TRUST REDOH 20000 BLACK";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-REDOH-20000-BLACK_export_b15a8620f967e83ab0f498f180612bcd.png";"21.0%";"15";"12 meses";"U$S";"45.31";"54.82";"1160";"52554.84";"63591.36";"Tipo de conector:USB
Recycled content %: 50 %
 Flashlight:sin
Input power:18W
 Plastic material:ABS/PC
Color:Negro
Capacidad de la batería:20000 mAh
Tipo de cargador:Powerbank";"54.82";"63591.36";"";"";"POWERBANK TRUST REDOH 20000 BLACK";"300";"150";"50";"70";"";"0"
"118907";"25035";"ACCESORIOS";"POWERBANK TRUST REDOH 20000 GREEN";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-REDOH-20000-GREEN_export_9b3455e0f426cbbce654eaa44abfd0a1.png";"21.0%";"20";"12 meses";"U$S";"45.31";"54.82";"1160";"52554.84";"63591.36";"Recycled content %:50 %
Accessories:USB-C charge cable
 Number of USB ports:3
 Plastic material:ABS/PC
Indicators:Battery level, Charging, Battery empty
Battery capacity (mAh) : 20000 mAh
Battery voltage (Volt):3.7 V
 Input port:USB-C
Battery composition (Alkaline, Li-ion, etc.) :Lithium-ion polymer
Max Input Power :18W
Fast re-charging:yes";"54.82";"63591.36";"";"";"POWERBANK TRUST REDOH 20000 GREEN";"500";"140";"243";"140";"";"0"
"118904";"25027";"ACCESORIOS";"POWERBANK TRUST PRIMO 20000 ECO GREEN";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-PRIMO-20000-ECO-GREEN_export_15ae00c8eac42a208f9d2cb2f1a7e51a.png";"21.0%";"20";"12 meses";"U$S";"40.63";"49.16";"1160";"47131.73";"57029.39";" Safe & certified battery:yes
Battery composition (Alkaline, Li-ion, etc.) :Lithium-ion cell
Number of USB ports :3
Battery capacity (mAh):20000 mAh
Battery voltage (Volt):3.7 V
 Indicators:Battery level
 Flashlight:no
 Input port: USB-C micro-USB";"49.16";"57029.39";"";"";"POWERBANK TRUST PRIMO 20000 ECO GREEN";"500";"140";"243";"140";"";"0"
"118901";"25032";"ACCESORIOS";"POWERBANK TRUST REDOH 10000 BLUE";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-REDOH-10000-BLUE_export_c8c848cd9a2a2809f7e4b41ff542e765.png";"21.0%";"20";"12 meses";"U$S";"32.88";"39.78";"1160";"38140.8";"46150.37";" Input port:USB-C
Fast re-charging :yes
Accessories: USB-C charge cable
Number of USB ports :3
LED indicators:Battery level, Charging, Battery empty
Battery composition (Alkaline, Li-ion, etc.) :Lithium-ion polymer
Battery capacity (mAh):3.7 V
 Plastic material: ABS/PC
Max Input Power :18W";"39.78";"46150.37";"";"";"POWERBANK TRUST REDOH 10000 BLUE";"500";"140";"243";"140";"";"0"
"118900";"24879";"ACCESORIOS";"POWERBANK TRUST REDOH 10000 BLACK";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-REDOH-10000-BLACK_export_caa7c0e1bf9fc8e476674e86db4affc1.png";"21.0%";"20";"12 meses";"U$S";"32.88";"39.78";"1160";"38140.8";"46150.37";" Number of USB ports:3
Battery voltage (Volt) :3.7 V
Max Input Power :18W
Plastic material:ABS/PC
LED indicators:Battery level, Charging, Battery empty
Recycled content %:50 %
Accessories:USB-C charge cable
Battery composition (Alkaline, Li-ion, etc.) :10000 mAh
Fast re-charging :yes";"39.78";"46150.37";"";"";"POWERBANK TRUST REDOH 10000 BLACK";"300";"150";"30";"70";"";"0"
